Region/Country,Second Tier Authority,Local Authority,Local Authority Code,Calendar Year,Industry Electricity,Industry Gas ,Large Industrial Installations,Industry 'Other',Industry Total,Commercial Electricity,Commercial Gas ,Commercial 'Other',Commercial Total,Public Sector Electricity,Public Sector Gas ,Public Sector 'Other',Public Sector Total,Domestic Electricity,Domestic Gas,Domestic 'Other',Domestic Total,Road Transport (A roads),Road Transport (Motorways),Road Transport (Minor roads),Diesel Railways,Transport 'Other',Transport Total,Net Emissions: Forest land,Net Emissions: Cropland,Net Emissions: Grassland,Net Emissions: Wetlands,Net Emissions: Settlements,Net Emissions: Harvested Wood Products,Net Emissions: Indirect N2O,LULUCF Net Emissions,Agriculture Electricity,Agriculture Gas,Agriculture 'Other',Agriculture Livestock,Agriculture Soils,Agriculture Total,Landfill,Waste Management 'Other',Waste Management Total,Grand Total,"Population ('000s, mid-year estimate)",Per Capita Emissions (tCO2e),Area (km2),Emissions per km2 (kt CO2e)
Scotland,Scotland,East Ayrshire,S12000008,2014,39.75293988292257,22.344111617278156,2.9578052141463846,57.88489262534085,122.93974933968795,41.596639368722016,7.197718489525278,0.3692325885270583,49.16359044677435,16.666517215433757,12.816377313421215,0.9876123639790431,30.470506892834013,85.7409180483509,136.52270312191442,15.04323983627973,237.30686100654503,123.15328989018249,26.12882838312028,85.83938035230175,1.275220567983063,1.1665745221228234,237.56329371571044,-240.59795263309067,109.25858058352566,56.41374815700312,2.997129178300854,21.180201925547287,0.0,1.671118297346779,-49.07717449136698,7.1290231485385185,18.85418275144229,25.1385852531469,[x],[x],[x],[x],9.511495792715428,[x],[x],122.13,[x],1270.3421,[x]
Scotland,Scotland,East Ayrshire,S12000008,2015,35.14514256965397,21.477803854602737,2.5267388370471964,49.99352786830679,109.1432131296107,36.775137268784526,6.918654389424454,0.4202716200148319,44.11406327822381,14.734686928843777,12.319471133118743,0.18301503016164622,27.237173092124163,73.96777632799147,147.8453565337108,15.274290746934144,237.08742360863644,127.10149606424291,24.864369764545508,86.19791652603018,1.2407818003788784,1.143081587312209,240.54764574250967,-226.1650845615367,108.2035113258305,53.95293967855089,11.440915624844855,20.786033153197188,0.0,1.6218183154673722,-30.15986646364589,6.302691968836837,18.123183678565972,26.249007488339306,[x],[x],[x],[x],9.405517496118975,[x],[x],122.06,[x],1270.3421,[x]
Scotland,Scotland,East Ayrshire,S12000008,2016,26.439638359781146,22.339213996027755,1.1170884264616259,44.658051252509374,94.5539920347799,27.346548983155873,6.226190260821716,0.3430782449246924,33.91581748890228,12.068375230065254,13.1160656414733,0.18589542218470734,25.370336293723263,57.91879228191935,144.8388260378208,15.272862274485897,218.03048059422608,128.78660751362426,22.65739392200434,89.44320281175527,1.2209006766750155,1.0812769499988173,243.18938187405772,-232.21389819626117,107.85119275984422,53.32358487168624,4.177544824924226,26.31072415843698,0.0,1.6196332308791603,-38.931218350490326,5.152281163769413,17.723767593387365,27.68017255229843,[x],[x],[x],[x],9.555101059598174,[x],[x],122.2,[x],1270.3421,[x]
Scotland,Scotland,East Ayrshire,S12000008,2017,24.254126196768663,22.071768264409005,1.0742194565196823,44.23971380553209,91.63982772322944,23.857701032635717,6.893578857732788,0.38215703957937086,31.133436929947877,11.1676829427763,12.027841666684532,0.2735883797174129,23.469112989178246,49.54686825731873,144.63895383982398,14.995905536577077,209.1817276337198,125.86159229455141,23.0992313361403,96.01881744967602,1.2074051388380045,1.0909978314065376,247.27804405061227,-232.57320320849902,106.48757423458387,53.741532758553284,3.907605879220942,26.72622563819478,0.0,1.6001895821539125,-40.11007511579225,4.42685513233875,17.99937025329853,27.4390214302346,[x],[x],[x],[x],9.989225827107246,[x],[x],121.94,[x],1270.3421,[x]
Scotland,Scotland,East Ayrshire,S12000008,2018,22.339255944344476,22.184888524991482,0.8111223784359946,43.6972005115408,89.03246735931276,21.264792951373366,7.592702698304993,0.3872561043281707,29.24475175400653,9.986974156996173,12.067189857552972,0.29329032147665796,22.347454336025802,44.52328049194444,143.905860521232,15.581045628218975,204.01018664139542,124.11488897739055,22.715779912283967,95.4756162743953,1.1424046950843374,1.1327042147454818,244.58139407389965,-231.5840030927317,104.7645923424243,51.093763404903086,7.125021068699869,27.674590726765178,0.0,1.5880268226623362,-39.33800872727695,4.147679235876177,17.696501776139012,27.333025687564664,209.22979717137864,46.52394361126495,304.9309474822234,24.59920461129179,9.745413242613266,34.344617853905056,889.1538107734917,121.84,7.297716766033254,1270.3421,0.6999325699537878
Scotland,Scotland,East Ayrshire,S12000008,2019,19.507731503535386,19.82204462211081,0.8759193742022251,34.737170694246956,74.94286619409537,18.330365681987207,7.053207444165715,0.35202061557169695,25.735593741724617,8.893069392894718,12.208967817763709,0.2422355546625341,21.344272765320962,39.608478600833074,146.0212309170788,14.9659591264761,200.59566864438798,127.38623774392626,21.890066153488746,94.18505465420941,1.1849318456755324,1.190368317293251,245.8366587145932,-214.760821035956,104.00471090147141,46.87556217066929,8.472739447875794,28.63340440543148,0.0,1.6001548683682394,-25.174249242139794,3.758146869868879,13.681499418483979,27.41773482656616,209.5581591580934,45.24578227345807,299.6613225464705,23.75432499476008,9.872359644078433,33.62668463883851,876.5688180032912,122.01,7.184401426139588,1270.3421,0.6900257954162828
Scotland,Scotland,East Ayrshire,S12000008,2020,14.899824443251523,17.435646072460038,0.6047395913847631,36.667345309918,69.60755541701432,13.648296202532649,6.960193108517901,0.1889292463010858,20.797418557351634,7.474084808269763,12.462602035004773,0.18729499778653153,20.123981841061067,36.904803287211,138.70760251165981,15.485033111413696,191.0974389102845,91.39378309644756,17.337076275841948,80.25483962072208,0.9252252891955302,1.028920708608037,190.93984499081517,-219.39123572816493,103.97260078163251,48.00901851652025,4.343029880680986,28.632709059917413,0.0,1.6074813961360053,-32.82639609327776,3.337987456676698,17.634054988221095,27.385156106496556,206.82749896273987,39.46405526627983,294.64875278041404,20.32649638392609,9.817734731412326,30.144231115338417,784.5328275190012,121.6,6.451750226307576,1270.3421,0.6175760273701085
Scotland,Scotland,East Dunbartonshire,S12000045,2005,24.025619126511227,6.268681791926373,1.662407999999998,18.733596947980843,50.69030586641844,63.78360679116361,17.46563847356125,0.36361059012808156,81.61285585485294,16.85894157182108,13.875747675338296,0.4473355947573077,31.182024841916686,116.61965544407342,189.3907003874808,4.547440592125535,310.55779642367975,63.75141276822833,0.0,98.59124235155036,1.787689119793413,0.7962099868999672,164.9265542264721,-7.184500705866212,30.603114727542827,-10.3314732215333,0.19505512208267595,4.514471000533654,0.0,0.42199553672612616,18.218662459485774,1.2194651227121527,0.27301507006805303,2.544780342051858,[x],[x],[x],[x],6.96430364108053,[x],[x],106.04,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2006,27.98841940454737,5.122780664025845,1.6624080000000014,18.336540003111455,53.11014807168466,74.30411381307253,14.272958498620866,0.282204178272895,88.85927648996629,19.63966568121509,11.339291776091391,0.278919733008046,31.257877190314524,120.8437413105168,180.1946808206893,4.532193986473939,305.57061611768006,61.701717789389555,0.0,97.40020636017692,1.7741684708233834,0.8153720603519473,161.6914646807418,-7.3140648163077415,30.03449936985907,-10.553697117412662,0.1923842773352056,4.216617934026832,0.0,0.4051328561224511,16.980872503623154,1.4206044441128922,0.22310852079516583,2.4063254075003195,[x],[x],[x],[x],7.395668926801762,[x],[x],105.59,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2007,28.81658421709196,5.6236053732780675,1.6624080000000014,18.374324640595848,54.47692223096587,76.5027393087766,15.668343302119997,0.26458967598407795,92.43567228688067,20.220794605011314,12.447868910140329,0.2649256849604906,32.93358920011213,118.80409803067283,172.33162959853397,4.314338659273981,295.4500662884808,61.507857593717326,0.0,100.61638691558434,1.9735289668393108,0.8077674491520195,164.90554092529297,-7.347360691964163,29.630823928817975,-10.513136195382218,0.18971343258773518,4.20097966268419,0.0,0.3921005660495929,16.553120702793112,1.462639494258226,0.24492055363186366,2.2849413985692584,[x],[x],[x],[x],8.059931477789412,[x],[x],105.05,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2008,24.33565300523814,5.252258211194533,1.6624080000000014,14.440498523635585,45.69081774006826,64.60668980552954,14.63370547930257,0.24971965585631012,79.49011494068843,17.076494468968875,11.625890750767107,0.19971409831560172,28.902099318051583,114.14074743052396,178.7093313769846,4.502238510489111,297.3523173179977,56.99263714327453,0.0,97.57305878397042,1.998818053397485,0.8299883477969935,157.39450232843942,-7.67866827019422,29.413622248924753,-10.800475573757822,0.18704258784026487,4.211501441388692,0.0,0.3820963348868715,15.71511876908854,1.235201470648737,0.22874755668593744,2.2727447947464636,[x],[x],[x],[x],7.8418353968941386,[x],[x],104.94,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2009,19.756671965783795,4.529844988315153,0.0,12.914599265910905,37.20111622000985,52.45033601556749,12.620936511577677,0.18475801341321327,65.25603054055838,13.863392097032328,10.026826716138254,0.1095336364230417,23.999752449593625,102.07961706993983,163.5387106599184,4.151484527274461,269.7698122571327,56.415665261804236,0.0,95.82058548668842,2.0110165083532996,0.7740298332057235,155.02129709005166,-7.92604472774328,28.91121497953963,-10.837687622948781,0.1843717430927945,4.182441580976425,0.0,0.36949843259018167,14.883794385506969,1.0027867451104797,0.19728484997836135,2.3193232926589467,[x],[x],[x],[x],8.463712696654103,[x],[x],104.96,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2010,21.519647629122264,5.231274229919097,0.0,13.85036667414612,40.601288533187486,57.130712654381725,14.57524045541752,0.2056549331455992,71.91160804294483,15.100484200434938,11.579442639494816,0.07575908558796522,26.75568592551772,104.73295799192715,178.78568762889927,4.4796344035566085,287.998280024383,55.48643922523946,0.0,90.83585415804771,2.0135516372085505,0.7615827926843337,149.09742781318002,-7.942628072645779,28.35786475477282,-11.021145497821507,0.19850974118107625,4.222225640687217,0.0,0.35653591050368477,14.171362476677512,1.0922698640391104,0.22783365751089904,2.3412011249285194,[x],[x],[x],[x],9.301321700508431,[x],[x],104.92,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2011,21.753697768384953,4.601261231087005,0.0,11.838893714248508,38.19385271372047,57.752072793886946,12.819914593221524,0.20218452524133176,70.7741719123498,15.264718786937317,10.184906803390282,0.1814559614542956,25.631081551781897,99.46933640673576,148.9772042472823,3.992056887208694,252.43859754122676,54.38313341366895,0.0,86.79594673250506,1.9776348263714847,0.7298451598223665,143.88656013236786,-7.922915574123518,27.908937304014415,-11.55444753708202,0.1988146194384447,4.239131032365721,0.0,0.3499874709647842,13.219507315577827,1.1041495155183858,0.20039518659641486,2.369408518934584,[x],[x],[x],[x],9.970255500719231,[x],[x],105.0,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2012,19.256126029027698,5.057477006699408,0.0,11.358605867175687,35.672208902902796,51.12147847217391,14.091011143862193,0.16303293689854542,65.37552255293465,13.512155583319688,11.19474191674051,0.07935824145582274,24.78625574151602,103.24183062504154,162.04200441065237,4.035879553245435,269.31971458893935,52.76209764289549,0.0,82.5545448550554,1.9826208745346408,0.6928414742802487,137.99210484676576,-8.00625780407004,27.61948647915013,-11.718336288325279,0.19919003303801858,4.185632983143975,0.0,0.34372404549890273,12.623439448435704,0.9773806022354438,0.22026440090322308,2.4224618654423,[x],[x],[x],[x],10.176918415877246,[x],[x],105.88,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2013,17.952015998544383,5.230444443094668,0.0,9.849906601785962,33.03236704342501,47.65930582393718,14.572928524908576,0.18050184398957503,62.41273619283533,12.59705263877648,11.577605903641526,0.03490478868498279,24.20956333110299,93.82008831081083,165.48442319606292,4.156108051541262,263.460619558415,49.80820982598523,0.0,80.90382296663981,2.002713736183427,0.689769872364259,133.40451640117274,-8.122900871453254,27.253294383526395,-11.631357102215578,0.19956544663759238,4.252661720479046,0.0,0.33638812701814014,12.287651703992342,0.9111880645955441,0.22779751844442017,2.3910106730255554,[x],[x],[x],[x],10.663192299337094,[x],[x],105.84,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2014,15.739405078011556,5.310685576105716,0.0,11.02567813152443,32.0757687856417,41.78523014688746,14.796494286642552,0.20670962412295074,56.788434057652964,11.044448394364952,11.755219914338092,0.05461034611037844,22.854278654813424,79.8734975766612,139.73128989609884,3.9523277230950744,223.55711519585512,49.45112681291657,0.0,81.47280317450317,2.0470650563177415,0.6770990885461483,133.64809413228363,-8.15031446548071,26.821816606701784,-11.65120820501085,0.2018019756455234,4.138891414844984,0.0,0.3283896423556945,11.689376969056429,0.7988828693157078,0.23129219871030415,2.407126793296646,[x],[x],[x],[x],11.679075614224054,[x],[x],106.71,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2015,14.17136595197919,4.616321692270958,0.0,12.044562516346165,30.832250160596313,37.62237421708352,12.861875659202381,0.23789349781860009,50.7221433741045,9.944144594953656,10.218243183541516,0.07116048102398903,20.23354825951916,68.36449000639763,151.438041484265,4.038792820612976,223.8413243112756,50.334368696615094,0.0,79.80983347980414,2.035024704013605,0.6519209516165209,132.83114783204937,-8.143126935524938,26.544760045466003,-11.925356935579902,0.19252800698906242,4.067963596836591,0.0,0.321081198034448,11.057848976221266,0.71929411802586,0.2010511032630879,2.5116003133333673,[x],[x],[x],[x],11.695502315218308,[x],[x],106.96,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2016,10.929694580608144,4.598557695295641,0.0,11.5718996963714,27.100151972275185,29.473793727845813,13.268180645526899,0.18898499100638289,42.9309593643791,8.436237591748386,9.977814990014293,0.07213899938489313,18.486191581147573,53.32172336467837,148.6038834299255,4.017387993573884,205.94299478817777,50.68519020575753,0.0,80.2645812224719,2.0320821337177537,0.6113942950505253,133.59324785699772,-8.426863694738966,26.43402384338573,-12.033380809341935,0.19154161307676495,4.560063843756991,0.0,0.32339288837990754,11.048777684518495,0.9101964444963563,0.18777124517113275,2.6485334640407334,[x],[x],[x],[x],12.182310061336215,[x],[x],107.54,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2017,10.204879815878915,3.8445288055049245,0.0,12.406545757902983,26.455954379286823,25.57419808874298,14.774151080508314,0.21227499052553517,40.56062415977683,6.958251783171721,9.930746133028158,0.07191194044026208,16.960909856640143,45.983180443257986,149.30166298999464,4.02717153139782,199.31201496465044,49.74628048603655,0.0,80.82586020580304,2.0136443217111704,0.6009917493587544,133.18677676290952,-8.507238817974116,26.10454343911466,-12.09903703322586,0.5034931661634479,4.637423264670814,0.0,0.32080813297438754,10.959992151723334,1.0887564185345762,0.19324915069118298,2.6247733963483664,[x],[x],[x],[x],12.749727904144137,[x],[x],108.13,[x],174.489,[x]
Scotland,Scotland,East Dunbartonshire,S12000045,2018,9.128895742385465,3.9549221707371576,0.0,12.711654173009977,25.795472086132598,24.0631890210892,14.3374549174069,0.21515370727994007,38.61579764577604,6.451007852730762,9.853228884199032,0.07343411315310686,16.3776708500829,41.0409078199216,148.30987151106314,4.156771801225356,193.50755113221007,47.28571078950461,0.0,80.92462235001923,1.9099204657285402,0.6197915688821288,130.7400451741345,-8.622891948816955,25.68940507473752,-12.356564603050257,1.5807932638422817,4.831811172154091,0.0,0.3182854580906519,11.440838416957332,0.6702899538876254,0.16746478384535463,2.614735418055302,16.838189049029225,4.733655768452502,25.024334973270008,16.001964650813065,12.509264117226802,28.511228768039867,470.01293904660326,108.33,4.338714474721714,174.489,2.693653691903806
Scotland,Scotland,East Dunbartonshire,S12000045,2019,7.529877827928966,3.5741519637595243,0.0,10.847136324805753,21.951166116494242,21.201914834094087,13.5117743102817,0.1898252470795799,34.90351439145537,5.527184770986953,9.934323993937346,0.06138653304286739,15.522895297967166,36.551386399022775,150.03350128355353,4.055915429131132,190.64080311170744,45.29592421035829,0.0,79.60092357668215,1.9440655623671232,0.6241279339627182,127.46504128337027,-8.661246285301438,25.50912811145133,-12.692327698719387,2.0373133362667213,5.030659921153002,0.0,0.320971435817758,11.544498820667986,0.5354185916321468,0.19494911069261134,2.622682722555252,16.86373170167733,4.569174810110416,24.78595693666776,15.452364207564305,12.644112369370246,28.09647657693455,454.91035253526474,108.64,4.187319150729609,174.489,2.6071004621223386
Scotland,Scotland,East Dunbartonshire,S12000045,2020,5.840783167293324,3.630452843055047,0.0,11.149179335120506,20.620415345468878,17.2726638471879,12.75838423637556,0.08885364302221412,30.119901726585677,4.349289208130059,10.030572781357929,0.0010868381737947652,14.380948827661783,34.84539933073951,141.4435615438974,4.113311865626052,180.402272740263,35.255409009249774,0.0,67.55778320620124,1.4644247494283407,0.5736412737802467,104.8512582386596,-8.65647195596561,25.56252926518521,-12.670687735491152,0.6440974117504372,5.006042595490756,0.0,0.32371263763086366,10.209222218600503,0.3005365130433343,0.18197079768615843,2.6210015412345404,16.642044615676493,3.871467094488211,23.617020562128737,13.222536327908701,12.620478730100414,25.843015058009115,410.04405471737726,108.75,3.770520043378182,174.489,2.3499707988318876
Scotland,Scotland,East Lothian,S12000010,2005,78.58032990249218,13.802856474616753,652.3162593786775,17.187413450073688,761.8868592058601,47.273959888807354,10.614292673947423,0.6922269827602314,58.58047954551501,22.956761992522267,16.719115411499097,0.7662796235390279,40.44215702756039,113.60459097350001,125.74717082495636,22.12851168205281,261.4802734805092,153.44644585294256,0.0,66.6500684675697,9.876326388815121,1.1258136209077694,231.09865433023515,-16.715459369915898,93.29846899459814,-34.53306420419367,0.0,16.69750923059546,0.0,1.4002261335553552,60.147680784639384,6.498431928439575,0.31327392899277673,10.848429866765205,[x],[x],[x],[x],5.4766097151660205,[x],[x],92.73,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2006,84.99836707184403,13.062231873411102,718.4972442152673,17.211152790083634,833.768995950606,51.13505377941969,10.04475793357111,0.5713702728325972,61.7511819858234,24.8317522342125,15.822012104881072,0.6159580683737162,41.269722407467285,117.90611393985722,123.34663625029707,22.778937686935624,264.03168787708995,154.54369172406209,0.0,69.39138676527065,9.861770652051025,1.1771006630094092,234.9739498043932,-17.052465300605476,92.30911495120672,-35.344889716337285,0.0,15.708442492850963,0.0,1.3493528625705369,56.96955528968546,7.029190423739624,0.29646448240068324,10.261984038457106,[x],[x],[x],[x],5.950323381410012,[x],[x],93.85,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2007,86.0319747979467,12.584513790787769,670.2359353278653,17.788501145264636,786.6409250618643,51.75687262702661,9.677396325926644,0.5193440689306943,61.953613021883946,25.133714399441573,15.24336204268361,0.6499794554210793,41.02705589754627,117.88843814376274,119.76838830889504,20.299589530139578,257.95641598279735,158.39746535956897,0.0,72.90202304571189,9.524554435918086,1.177579241896085,242.00162208309501,-17.34950492899815,90.56477250627773,-35.34033429044812,0.0,15.656162199227122,0.0,1.3114628000715287,54.84255828613011,7.114667660309158,0.285622044027907,9.746964756742647,[x],[x],[x],[x],6.44297107105451,[x],[x],95.56,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2008,91.50347684317428,15.385944106018558,638.1388526378169,15.673721911644948,760.7019954986547,55.048530584413385,11.83167513960633,0.5363802772356687,67.41658600125538,26.732180203157984,18.63667681370577,0.5792968351802358,45.948153852043994,115.68761236470215,122.29461090539414,22.10820985110027,260.09043312119655,144.79223442257455,0.0,72.14976109720489,9.490961589382827,1.1690346331328807,227.60199174229513,-17.945328628382867,91.46031704360793,-36.334462461138735,0.0,15.721334104700773,0.0,1.2836456296329082,54.18550568842001,7.5671496444310105,0.34920417887555555,9.527559577467311,[x],[x],[x],[x],6.246179447044289,[x],[x],97.47,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2009,69.45611302160013,14.291331686153953,439.35257987444095,13.986645275596631,537.0866698577917,41.78482713281992,10.98992643271026,0.7123282051181253,53.4870817706483,20.291177926348105,17.310795362121322,0.5450863377504886,38.147059626219914,102.38044515708067,112.69462420313802,21.073679154901775,236.14874851512047,136.96741407266873,0.0,69.28694529547425,9.502342737079212,1.0681924237009393,216.82489452892312,-18.70549105043932,91.18520614455356,-36.442440252182884,0.0,15.633290807015383,0.0,1.2468137661575893,52.91737941510433,5.7438779277835454,0.3243605145133354,9.601869912770036,[x],[x],[x],[x],6.615368275019877,[x],[x],98.34,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2010,70.36146501452107,16.303935745030994,432.924165433821,14.961119432276488,534.5506856256495,42.32948727679876,12.537603796231387,0.42374162288576656,55.29083269591591,20.555670964831553,19.748621155637085,0.5330078261555331,40.83729994662417,104.74898835530458,125.12924276554514,24.157666125761434,254.03589724661114,135.1957264054318,0.0,69.19461126774415,9.62852877304272,1.0752191517584224,215.0940855979771,-19.19631521640575,89.39268736346213,-37.12037845087973,0.0,15.766422873629978,0.0,1.2085324604623044,50.05094903026893,5.818748678575433,0.3700392029928319,9.721740485183991,[x],[x],[x],[x],7.068344616944844,[x],[x],99.14,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2011,61.6178654026054,13.322845633211069,504.8408034370637,13.370248356474837,593.151762829355,37.06933403170041,10.245167952067048,0.4538303494860991,47.768332333253554,18.001281902101333,16.137688177868807,0.6058606402412479,34.74483072021138,100.13022083354356,102.25716421783511,19.293095906098397,221.68048095747704,133.8415411025862,0.0,65.62222113498048,9.208057300706956,1.0399031392547076,209.71172267752837,-19.617217520146554,88.28657166839471,-39.039026080988926,0.0,15.86963532466878,0.0,1.19149703134623,46.69146042327424,5.095670944515645,0.3023794534526721,9.860899841833502,[x],[x],[x],[x],7.481712951279091,[x],[x],99.92,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2012,71.61827247488348,16.11718982250477,466.51910024782967,15.005094146483748,569.2596566917017,43.08558317946107,12.393997588269668,0.36386815226139735,55.843448919992134,20.92283956508772,19.522419670670228,0.49482964603178936,40.940088881789734,107.7189722152581,113.28966494879725,19.53950614881625,240.54814331287162,129.47532480015693,0.0,62.150066960536414,9.376404018725678,0.9841899230573214,201.98598570247634,-19.646362986601826,87.9927932821545,-39.70698041910575,0.0,15.706323201688843,0.0,1.1740120140459023,45.519785092181664,5.922684074856598,0.36580075937931217,10.071356814432413,[x],[x],[x],[x],7.577707497873435,[x],[x],100.86,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2013,69.32967687501369,16.399775990240016,509.93956398684855,13.735056355615512,609.4040732077177,41.70876309326142,12.611304222984518,0.4025103177963246,54.72257763404227,20.25424038067938,19.864710468284994,0.502432445903358,40.621383294867734,95.78519062574397,115.47585325229404,20.30322181737976,231.56426569541776,126.22254268442505,0.0,63.22148543094053,9.223089556105586,0.997322097704434,199.6644397691756,-19.91317388845327,86.17397976687877,-39.45058341796436,0.0,15.958671836967168,0.0,1.153011639892025,43.92190593732033,5.733421918081044,0.3722144230443825,9.941007199784103,[x],[x],[x],[x],7.875876928722359,[x],[x],101.39,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2014,58.23811431629789,12.610739580568614,537.4236539431735,16.201499422149706,624.4740072621896,35.03607434080177,9.697563760750821,0.4402404371676192,45.1738785387202,17.01390832682357,15.275128801028886,0.5373499964013477,32.826387124253806,81.93580743978347,97.31112763934036,17.7784816828572,197.02541676198103,126.99823197735881,0.0,66.08241587426586,9.402970211253082,0.9886446055624436,203.47226266844024,-20.098126891725236,85.20285269366883,-39.61787630300438,0.0,15.583616179562553,0.0,1.1296995121982618,42.20016519070004,4.816172469557697,0.28621727271993114,10.026784584817447,[x],[x],[x],[x],8.540331025449305,[x],[x],102.09,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2015,49.716835789376645,13.18460894906251,434.9879894866341,16.041021344015398,513.9304555690886,29.909669554987122,10.138864983074564,0.4984428709361947,40.54697740899788,14.52446900712026,15.970244933013438,0.11196751440324436,30.606681454536943,71.5993612146344,106.55076853198884,17.891963954820532,196.04209370144378,129.81512747395817,0.0,66.53321507697338,9.173811167535368,0.9679301672684082,206.49008388573532,-20.449851805353806,84.07945313796048,-40.60361071399606,0.0,15.337189671229478,0.0,1.1089598565158234,39.472140146355926,4.111480232719488,0.29924199061997575,10.491299100899202,[x],[x],[x],[x],8.529139308641689,[x],[x],103.05,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2016,43.565117043277475,11.759384542263321,543.5058218046785,15.094531861325635,613.924855251545,23.78040911875965,10.250015203175694,0.40966448812486284,34.4400888100602,11.191129184806472,16.996559495417213,0.11250843616172244,28.30019711638541,55.86864094464586,106.52216871303322,18.018627300788566,180.40943695846767,135.4677488355533,0.0,68.83379008645065,9.061038448166023,0.9424870204097539,214.3050643905797,-21.114356937933106,83.30570636258878,-41.1289095722422,0.0,17.101706294749356,0.0,1.1221625962790318,39.28630874344186,3.1147673599588264,0.36098494887085975,11.069389347228062,[x],[x],[x],[x],8.759335529929826,[x],[x],104.09,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2017,43.37716034334723,11.15356940136456,594.6049317049212,15.698893743935503,664.8345551935686,20.137157069117347,10.914772203450179,0.41989590346383215,31.47182517603136,10.119264666288066,17.453034740800835,0.11216763028041177,27.68446703736931,49.39848586677548,107.5541476611587,17.540726553857017,174.4933600817912,140.37366929559334,0.0,77.86148207861534,8.949460811509065,1.0009797423039817,228.1855919280217,-21.591827146155623,83.08118568257026,-41.46101915458372,0.0,17.41091056940381,0.0,1.1174198915554314,38.556669842790164,3.506468342182285,0.2890035819541697,10.982229430793387,[x],[x],[x],[x],9.219416596952772,[x],[x],104.84,[x],700.9372999999999,[x]
Scotland,Scotland,East Lothian,S12000010,2018,40.01377925999686,12.807754981018757,580.5956630362994,15.912702797100339,649.3299000744153,18.46876764878648,10.884490736155339,0.42335867319477566,29.776617058136594,9.443859506895263,16.29629524736341,0.11868421658972483,25.8588389708484,44.236578499141245,107.69349713724131,18.28570465212324,170.21578028850578,137.07914013273347,0.0,77.69134531138151,8.441476845208053,1.0305084698011753,224.2424707591242,-21.954861175654717,82.64745501434234,-42.32991675873581,0.0,18.16746303832728,0.0,1.113154378203686,37.64329449648278,3.2742650811372123,0.2940572732027776,10.931782408901679,60.81452264241098,44.31287735223713,119.62750475788977,25.643605610466526,9.04205709839821,34.68566270886474,1291.380069114268,105.79,12.207014548768957,700.9372999999999,1.8423617477829588
Scotland,Scotland,East Lothian,S12000010,2019,32.64589548900472,19.73603738880678,573.9280993492671,14.11601307431321,640.4260453013918,16.565627313464343,8.923457528130315,0.388326446744792,25.877411288339452,8.806129493965505,15.961731929135492,0.10110922386103928,24.868970646962037,40.14498352727283,112.00562310880865,17.560441235692096,169.7110478717736,133.17937907432585,0.0,76.84844294380173,8.755104913221576,1.0507214863366479,219.8336484176858,-22.173715533223465,83.05631966800179,-43.09183747367916,0.0,18.94054607914628,0.0,1.1265791322304803,37.857891872475925,2.7562790379671798,0.338782850497683,10.970222490085199,60.94205222016788,42.94035634275423,117.94769294147217,24.762855195279688,9.186907158015199,33.94976235329489,1270.472470693396,107.09,11.863595767050107,700.9372999999999,1.8125336898084836
